short_description,close_notes,etiqueta
Solicitud reenvío de documentos,"Buenas tardes.
Se realiza el reenvío, aclaro que no es una falla tecnológica.",1
"Error en etapa de vinculación ""Servicio de registraduría no responde, por favor espere e intente nuevamente""",Se confirma normalidad,1
"Buen día agradezco su ayuda ya que  los clientes firmaron NIC Y ENCARGO sin embargo encargo fiduciario no llego al asesor para firmas , se valido correo electró","Buenos días.
Para el encargo No. 0602000140435951 notamos que la herramienta ha estado enviando los documentos para las firmas como se muestra en la primera imagen, se realiza reenvío por favor continuar con el proceso de firmas.

Para el encargo No. 0602000140585714 también notamos que se han estado enviando los documentos, se realiza reenvío por favor continuar con el proceso de firmas.

Por favor buscar en bandeja de entrada por asunto según el documento que corresponda.",1
CASO KEVIN SANTIAGO CASALLAS ROJAS- CC 1000252427 -LA PALMA - APT: 0602 Agradezco tu colaboración con el siguiente caso dado que se ha intentado realizar la,"Buen dia.

El número de documento que nos reportas, lo hemos buscado en las fuentes que hacen parte del pull de nombreCompleto que son procuraduria, sisben y la dian, y no nos da resultados, quiere decir que no se encuentra registrada en esas bases de datos. Por tal motivo esta generando la problemática. esto pasa porque el comprador tiene vida crediticia escasa.",2
"Error en cargue de documentos al Davibox - Vinculación en estado ""Sin Legalizar"" (Documentación firmada)","Buenas tardes.
Notamos que los documentos ya fueron firmados por todas las partes, en dias anteriores tuvimos un inconveniente con nuestra instancia encargada de tramitar los documentos PDF lamentablemente esta vinculación es un rezago de esta falla, al momento se resuelve problema para esta vinculación y los documentos estarán disponibles en la herramienta davibox el dia de mañana 5 de enero.",0
"Error en cargue de documentos al Davibox - Vinculación en estado ""Sin Legalizar"" (Documentación firmada)","Buenas tardes.
Notamos que para esta vinculación la etapa de firmas fue culminada, en dias anteriores tuvimos un inconveniente con nuestra instancia encargada de tramitar los documentos pdf, esta falla fue resuelta técnicamente, lamentablemente esta vinculación fue un rezago de esa falla, al momento se realiza ajuste para esta y los documentos estarán disponibles el dia de mañana 5 de enero en la herramienta davibox.",0
SOLICITUD: Eliminación de usuario,"Buenas tardes
Usuario eliminado, para futuros incidentes con este mismo problema, por favor crear un requerimiento, en caso de no saber como hacer requerimientos hablar con Camila zuluaga.
Saludos.",2
Solicitud para habilitar proceso de vinculación,"Buenas tardes.
En sesión con usuarios afectado se logra realizar retoma de vinculaciones, aclaro que el proceso de llenado de datos no fue completo de parte del asesor, lo que quiere decir que lo reportado no es una falla de la plataforma.",2
SOLICITUD: Cargue de documentos nuevamente a Davibox,"Buenas tardes.
Realizamos cargue de documentos en mención, por favor validar el dia de mañana 10 de enero, en caso de alguna novedad por favor reabrir incidente.",0
"Error en etapa de vinculación ""Servicio de registraduría no responde, por favor espere e intente nuevamente""","Buenas tardes.
Creemos que la novedad pasa puntualmente con este comprador, se revisa con base de datos de registraduria y nos arroja que el numero de documento no se encuentra en base de datos. se realiza prueba con la fecha de expedición 10 de junio del 2021 ya aparece en base de datos.

En ese orden de ideas parece ser que la fecha de expedición del comprador esta incorrecta, se sugiere arreglar el dato directamente con la registraduria.",2
Buen diaAgradezco su ayuda por favor con la siguientes solicitudes : 1005815180  no le llega ninguno de los documentos  por favor reenviar al correo danielm,"1005815180 -->> reenviado al correo correcto
1234638696 -->> reenviado pendiente firmas documento encargo
1234638696 -->> reenviado pendiente firmas documento encargo",1
Buen día .Agradezco tu colaboración para indicar si el siguiente encargo está legalizado dado que no coinciden los estados en ONE ID.Producto	Nombre Pro,"Buenas tardes.
La etapa de firmas ya culmino, los documentos estarán disponibles en la herramienta davibox el dia de mañana 6 de enero.",0
SOLICITUD: Reenvío de documentación,"Buenas tardes.
Notamos que en la mayoría de vinculaciones en mención ya están firmados los encargo, se realizan validaciones:

0602000140293731 > Reenviado, pendiente firma nic
0602000140278831 > Reenviado, pendiente firma nic por danich0405@gmail.com
0602000140282213 > Reenviado pendiente firma encargo por fangel@cusezar.com
0602000140457096 > Reenviado pendiente firma nic por cristhianc.barriosp@gmail.com 
0602000140457229 > Reenviado pendiente firma encargo por vinculacionespreventa@davivienda.com
0602000140457278 --> Reenviado pendiente firma nic por sergioandressanchezrojas@gmail.com
0602000140470412 > Reenviado pendiente firma nic por 0901danielar@gmail.com
0602000140470529 > Reenviado pendiente firma nic por mariajosegomez18.01@gmail.com
0602000140285083 > Reenviado pendiente firma nic por karen.gonzalez@flexpack.com.co y jorgecuello@gmail.com
0602000140498405 > Reenviado pendiente firma encargo por patriciadiaz.11@hotmail.com
0602000140498678 > Reenviado pendiente firma nic por adrylaudes@hotmail.com
0602000140292022 > Reenviado pendiente firma nic por feliperodriguez80189@gmail.com y yolimas2013@gmail.com 
0602000140602014 > Reenviado pendiente firma nic por jorge.cardona@intelred.co 
0602000140602717 > ingresar al link https://vinculacionfidudavivienda.davivienda.com/#/forms/attach_signature/1701295989/0 y enviar a firmas.
0602000140505464 > Reenviado pendiente firma nic y encargo por salixmacorrea@hotmail.com
0602000140505753 > Reenviado pendiente firma nic por danielftriana@gmail.com
0602000140440274 > Reenviado pendiente firma nic por cediel1970@hotmail.com
0602000140440456 > Reenviado pendiente firma nic por vinculacionespreventa@davivienda.com",1
Buen dia EstimadosPor medio del presente me permito solicitar su colaboracion derivado que no he podido crear al usuario cindy gonzalez identifica con cedul,"Buenas tardes.
El usuario se creo 2 veces dentro de la herramienta, por tal motivo esta generando el conflicto, por favor intentar crearlo nuevamente.",2
"Error en etapa de vinculación ""Servicio de registraduría no responde, por favor espere e intente nuevamente""","Buenos dias.
Consultamos el numero de documento y este no se encuentra registrado en las fuentes de datos de registraduria de información publica (DIAN y procuraduría), por tal motivo arroja la alerta de servicio de registraduria no responde.",2
Reenvío de documentos,"Buenas tardes.
El correo del comprador en mención esta incorrecto, se siguiere crear nuevamente la vinculación con el correo correcto.",1
Agradezco tu colaboración con el siguiente caso dado que en el estado del proceso aparece enviado a firmas pero en los campos de NIC y Encargo dice Firmado.,"Buenas tardes.
La vinculación tiene 2 compradores, notamos que esta pendiente la firma del comprador alvaradoele@yahoo.com.ar para el documento NIC, se realiza reenvio.",1
SOLICITUD: Reenvío de documentación,"Buenas tardes.
Los documentos nic ya están firmados, esta pendiente por firma el documento encargo por el comprador patriciadiaz.11@hotmail.com se realiza reenvio.",1
SOLICITUD: Reenvío de documentación,"Buenas tardes.
Esta pendiente la firma para nic y encargo por lhincapie@cusezar.com, se realiza reenvio.",1
Error no se reciben archivos CSV,"No se obtuvo respuesta del Usuario. 
Cerrado por el sistema",0
SOLICITUD: Reenvío de documentación,"Buenas tardes.
Notamos que esta pendiente por firma el documento nic se realiza reenvio al correo alexaycardi@gmail.com",1
Error condiciones especiales del contrato de adhesión registra información desordenada,Cerrado por solicitante,2
Error en recepción de documentación para firmas,"Buenas tardes.

Notamos que el documento Nic ya esta firmado por el comprador, pero este no dio click en enviar, se finaliza proceso, por favor indicar a asesor que debe pasar la siguiente etapa de firmas.",1
SOLICITUD: Reenvío de documentación,"Buenas tardes.
Se realiza el reenvio al correo en mención.",1
SOLICITUD: Reenvío de documentación,"Buenas tardes.
Notamos que el documento encargo ya esta firmado por todas las partes, se realiza reenvio de documento NIC ya que es el que esta pendiente se realiza reenvío al correo mary_ch30@hotmail.com. Por favor indicar a cliente que revise en bandeja de entrada el siguiente asunto: Nic Persona Natural Libia Esther Chaparro Padilla.
Saludos.",1
VINCULACION PREVENTAS FIDUCIARIA (ONE ID) Cliente informa que no les ha llegado el Encargo y el NIC y el w9 del producto 0602000140389547.,"No se obtuvo respuesta del Usuario. 
Cerrado por el sistema",2
VINCULACION PREVENTAS FIDUCIARIA (ONE ID) No llega el encargo fiduciario para firmar ,"Buenas tardes.
Notamos que los documentos ya están firmados por todas las partes, estos documentos estarán disponibles en la herramienta davibox el dia de mañana.",0
"VINCULACION PREVENTAS FIDUCIARIA (ONE ID) Error al validar identidad. No envía codigo, tampoco genera preguntas de validación","Buenas tardes.
Validando la evidencia adjunta es porque el comprador respondió las preguntas retro de manera incorrecta, por tal motivo genera la alerta de ""supero el numero de intentos"" revisando vemos que el cliente ya fue vinculado.",0
"Error en etapa de vinculación ""Servicio de registraduría no responde, por favor espere e intente nuevamente""","Buenos dias.
Luego de realizar las validaciones detectamos que el problema es puntual para este comprador no es que la herramienta este fallando sino mas bien es porque el comprador HELLEN SOFIA CARVAJAR TERAN no aparece en fuentes de datos publicas de registraduria.",2
Buen dia EstimadosAtentamente me permito solicitar su colaboracion derivado que constructora jimenez reporta novedad de validacion en oneid preventas del cl,"Buenos dias.
Notamos que el comprador se intento validar en 4 oportunidades, 3 el día 17/01/2024 y uno el día 18/01/2024, en las 4 consultas la respuesta es NO APROBADO POR MINIMO DE RESPUESTAS, es decir, que el cuestionario no es respondido correctamente, no fue superado el mínimo de respuestas correctas, por lo que no se aprueba el cuestionario y por ende no se completa la validación de identidad.
Por favor intentar hacer el proceso y asegurarse de responder las preguntas correctamente.",0
"Buen día .Agradezco tu colaboración con el siguiente caso dado que ONE ID arroja el error de ""No coinciden datos"" pero la información es correcta según la c","No se obtuvo respuesta del Usuario. 
Cerrado por el sistema",2
"Buenos días Agaradezco su ayuda, nos encontramos creando usuarios y asignandole proyectos pero la siguiente asesora no me deja asignar y a la constructora n","Buenos dias.
Muchas gracias por la respuesta, se procede a cerrar incidente.",2
"Error en etapa de vinculación ""Servicio de registraduría no responde, por favor espere e intente nuevamente""","Buenos dias.
Luego de realizar las validaciones detectamos que el problema es puntual para este comprador no es que la herramienta este fallando sino mas bien es porque el comprador HELLEN SOFIA CARVAJAR TERAN no aparece en fuentes de datos publicas de registraduria.",2
"Error en etapa de vinculación ""Servicio de registraduría no responde, por favor espere e intente nuevamente""","Buenos tardes. 
Luego de realizar pruebas con nuestros datos como se muestra en las imágenes adjuntas,  detectamos que el problema es puntual para este comprador no es que la herramienta este fallando sino mas bien es porque el comprador no aparece en fuentes de datos publicas de registraduria.",2
"Error en etapa de vinculación ""Servicio de registraduría no responde, por favor espere e intente nuevamente""","Buenas tardes.
Realizamos pruebas con nuestros datos y la herramienta funciona como se muestra en la imagen.  
Luego de realizar las validaciones detectamos que el problema es puntual para este comprador no es que la herramienta este fallando sino mas bien es porque el comprador  no aparece en fuentes de datos publicas de registraduria.",2
22/01/20230602000139965646 - 1018466546el asesor ya no trabaja con nosotros y no tenemos el nic ya que caduco y por esta razón no se encuentra legalizado te,"No se obtuvo respuesta del Usuario. 
Cerrado por el sistema",0
SOLICITUD: Reactivación de documentación para firmas,"Buenas tardes,
Notamos que el documento nic esta firmado por parte del cliente y caducado, se amplia plazo para firma por las siguientes partes, por otro lado falta por firmar el documento encargo por todas las partes, realizamos reenvio de encargo al cliente al correo suministrado.",1
SOLICITUD: Reenvío de documentos,"No se obtuvo respuesta del Usuario. 
Cerrado por el sistema",1
"Error en cargue de documentos al Davibox - Vinculación en estado ""Sin Legalizar"" (Documentación firmada)","Buenas tardes,
Notamos que los documentos para el nic se duplicaron, esto se debe porque el asesor muy seguramente envió el formulario a firmas mas de una vez, realizamos ajuste de duplicidad y los documentos estarán disponibles en la herramienta davibox el dia de mañana 23 de enero.
Por favor reabrir incidente en caso de alguna novedad.",0
Error en recepción de documentación para firmas,"Buenas tardes.
Notamos que para el documento NIC el plazo de firmas estaba vencido se aumenta plazo para firmar teniendo fecha limite 15/03/2024 y así mismo se reenvia al comprador, por favor indicarle que busque en bandeja de entrada el asunto Nic Persona Natural Yuly Constanza Carvajal Bedoya en el correo 	cony.carvajal1987@gmail.com",1
Buen dia EstimadosPor medio del presente me permito solicitar su colaboracion con el cargue en el davibox del siguiente encargo fiduciario derivado que se e,"Buenas tardes.
Notamos que los documentos ya se encuentran disponibles el dia de hoy 23 de enero, por favor validar con cyespiti@davivienda.com porque motivo aun no esta legalizada la vinculación ",0
"Error Vinculación en estado ""Sin Legalizar"" (Documentación firmada)","Buenas tardes.
Notamos que el documento encargo se venció el plazo para firmar por parte de asesor, se aumenta plazo teniendo fecha limite 10/04/2024 y así mismo se realiza reenvio al correo brainer.vinas@constructorabolivar.com",0
SOLICITUD: Reactivación de documentación para firmas,"Buenas tardes.
El documento sic estaba caducado, se aumenta plazo para firmar teniendo fecha limite 16/03/2024 y así mismo se hace reenvío al cliente por favor indicarle que busque en bandeja de entrada el asunto Nic Persona Natural Nina Viviana Mendoza Matiz en el correo olavivimendoza@yahoo.com.mx",1
Error encargo de vinculación con dos titulares firmada doblemente por un titular,"Buenas tardes.
Efectivamente notamos que el comprador Brenda Vanessa Escobar Tovar firmo de manera errada, lamentablemente la firma ya esta hecha y no se puede corregir de nuestro lado, se recomienda realizar nuevamente la vinculación y realizar el proceso de firmas correctamente.",1
"VINCULACION PREVENTAS FIDUCIARIA (ONE ID) Cliente no recibio NIC, recibio solo encargo fiduciario ya esta completado por favor reenviar","Buenas tardes.
 Notamos que los documentos ya se encuentran firmados por todas las partes, estos estarán disponibles en la herramienta davibox el dia de mañana 24 de enero.",0
SOLICITUD: Reenvío de documentación,"Buenos dias.
Realizamos reenvio de documento encargo ya que es el que esta pendiente por firma, por favor indicar al comprador buscar en bandeja de entrada el asunto Encargo Para Firmar Carmen Cecilia Reyes Ferro en el correo carmenreyesferro@gmail.com",1
Error en cargue de documentos de vinculaciones diarias a Davibox,"Buenas tardes.
Fue necesario disponibilizar nuevamente los documentos para que estos se descarguen nuevamente desde la herramienta davibox ya que este proceso no se realizo de manera automática, se validara para el dia de mañana como se comporta la herramienta al momento de disponibilizar los documentos, por ahora se da solución al incidente para los documentos del dia de ayer.",0
25/01/20241140862188 - carmen.urbina@constructorabolivar.comNo me llega el codigo de validación al correo electrónico para crear un nuevo usuario. lo intent,"No se obtuvo respuesta del Usuario. 
Cerrado por el sistema",1
SOLICITUD: Gestión de acceso (Creación de usuario/Asignación de Clave/Restablecimiento de clave),"Buenos dias.
En sesión via meet con usuario afectado confirma ingreso a la herramienta, de nuestro lado no se realiza intervención técnica.",1
"Error en etapa de vinculación ""Servicio de registraduría no responde, por favor espere e intente nuevamente""","No se obtuvo respuesta del Usuario. 
Cerrado por el sistema",2
Error en validación de cliente no se recibe código,"No se obtuvo respuesta del Usuario. 
Cerrado por el sistema",2
"Error en etapa de vinculación ""Servicio de registraduría no responde, por favor espere e intente nuevamente""","No se obtuvo respuesta del Usuario. 
Cerrado por el sistema",2
"Error en etapa de vinculación ""Servicio de registraduría no responde, por favor espere e intente nuevamente""","No se obtuvo respuesta del Usuario. 
Cerrado por el sistema",2
"29/01/20240602000140131691 - 71721609 / 21467387viene del incidente INC1068723 , los documentos no fueron cargados al DAVIBOX Grupo de Asignación: Proveed","Avance:
Se socializa la manera de realizar la legalización con el usuario que reporta el incidente, no es necesario que el incidente siga abierto ya que se va a realizar a gestión de la fiduciaria para hacer la legalización.",0
Se presenta interrupción en el acceso a la aplicación afectando el proceso de vinculación a clientes,"Buenas tardes. 
Luego de que se confirma normalidad, se cierra con solución temporal mientras se valida a fondo lo ocurrido.",1
Sala de ventas Bgr13:57 (hace 32 minutos)para administrador3fidudaviviendaBuenas tardes envio datos del cliente actualizados para que porfavor me colabo,"No se obtuvo respuesta del Usuario. 
Cerrado por el sistema",2
30/01/20241153463194A cliente le llegó el encargo pero no le llegó el NIC para firma (unicamente el inconveniente fue con el primer titular)Grupo de Asign,"Buen dia.
Se realiza reenvio, por favor indicarle al comprador buscar en bandeja de entrada el asunto: Nic Persona Natural Ricardo Villanueva Villa en el correo rivillan18@hotmail.com ",1
"Buenas tardes Estimados,Agradzco por favor validar dado que al constructor le esta registrando en la herramienta una etapa que se creó por error y la misma ","Buen dia.
En sesión con usuario afectado modifica para que la etapa quede inactiva. No es falla tecnológica.",0
"31/01/20241007118059Al momento de enviarle el codigo al cliente no se le envia, presenta errorGrupo de Asignación: Proveedor - Davinci V. Preventas Fiduci","Buenos dias.
Realizo pruebas con mis datos y la herramienta valida la identidad, el problema reportado es puntual para este cliente, solicito por favor realizar pruebas con otros datos desde su lado ya que desde aquí la herramienta funciona sin problemas.",2
"Buen dia Estimados,Por medio del presente me permito solicitar su colaboración con el cargue en el davibox de los documentos de las siguientes vinculaciones","Buen dia.
Se valida con cyespiti@davivienda.com he indica que se cargaron los documentos para las vinculaciones en mención. por favor validar con fiduciaria para la legalización.",0
31/01/20240602000139965646 - 1018466546el asesor ya no traba con nosotros y no tenemos el nic ya que caduco y por esta razón no se encuentra legalizado tene,"Buenos dias.
Notamos que el documento nic ya esta firmado por el comprador se realiza reenvio para firma al correo juan.galarza@constructorabolivar.com por favor continuar con el proceso.",0
"Error en cargue de documentos al Davibox - Vinculación en estado ""Sin Legalizar"" (Documentación firmada)","Buenas tardes.
Notamos que los documentos se duplicaron, esto sucede a que el asesor envió más de 1 vez el formulario a firmas y ocasionó un conflicto de duplicidad de documentos., se realiza ajuste y los documentos estarán disponibles en la herramienta davibox en el dia de mañana.",0
"Error en etapa de vinculación ""Servicio de registraduría no responde, por favor espere e intente nuevamente""","Buenos días.
Se realiza prueba del aplicativo y este responde correctamente con mis datos personales, creemos que el tema es puntualmente de este comprador ya que este no aparece en las listas públicas de registraduría.",2
Error al crear proyectos nuevos ,"Buenos dias.

Se tuvo que realizar mantenimiento a nivel de código ya que desde el back estaba trayendo el parámetro de nombre del proyecto de manera errada, para resolver el problema fue necesario realizar despliegue de infraestructura sobre la nube de google.",2
"Agradezco porfavor el reenvio del nic y encargo de one id del siguiente cliente, ya que el asesor indica que desde el app one id no permite realizar el reenvio ","No se obtuvo respuesta del Usuario. 
Cerrado por el sistema",1
Buen  dia EstimadosPor medio del presente me permito reportar el siguiente incidente presentado por constructora jimenez frente al envio de los documentos d,"Buenas tardes.
Se reviso el caso y notamos que en la compra 1 el propietario 1 no ha firmado el NIC por ende se le hace el reenvío de este documento, por favor buscar por el asunto Nic Persona Natural Edher Jesus Castro Camargo.
En la compra 2 notamos que tanto propietario 1 y 2 no han realizado la firma del documento, hacemos también el reenvío del documento para realizar la firma, por favor buscar por el asunto Encargo Para Firmar Carmen Liliana Rodriguez Martinez - Henry Alberto Villamizar Quintero.",1
Error en recepción de documentación para firmas,"Buenos dias.
Notamos que el proceso de firmas ya esta culminado para el comprador MYLHITZA KATHERINE PRECIADO RANGEL. no es necesario hacer reenvíos.",1
SOLICITUD: Gestión de acceso (Creación de usuario/Asignación de Clave/Restablecimiento de clave),"Buenos dias. 
Revisando internamente el proceso de cambio de contraseña para el usuario afectado notamos que la herramienta esta generando la contraseña como se muestra en la imagen. Por favor escalar el caso a camila.zuluaga@davivienda.com ya que el correo que envia la contraseña es notificacionesfidudavivienda@davivienda.com y este no lo administramos nosotros.",1
SOLICITUD: Gestión de acceso (Creación de usuario/Asignación de Clave/Restablecimiento de clave),"Buenos dias.
Notamos que la herramienta esta generando la contraseña para el correo brayan.duenas@constructorabolivar.com como se muestra en las imágenes, por favor escalar el caso a camila.zuluaga@davivienda.com ya que el problema podría estar en el correo que envía la contraseña que es notificacionesfidudavivienda@davivienda.com y este no es administrado por nosotros.",1
Error en encargo registra sin legalizar,"No se obtuvo respuesta del Usuario. 
Cerrado por el sistema",0
buenos dias solicito  su ayuda pra enviar el correo de firma del nic al siguiente cliente.LENIS ASLEIDY ARCOSMENESESCC: 1085303112lenis906@gmail.com,"Buenas tardes.
Se amplía el plazo de firma ya que este se encontraba caducado y se hace el reenvío del documento NIC al correo lenis906@gmail.com.",1
Buen dia EstimadosPor medio del presente me permito reportar la siguiente falla de ingreso en la herramienta ONEID Preventas por parte del asesor Angela Osp,"Buenas tardes.
Luego  de la sesión con el usuario afectado notamos que estaba ingresando a un link que no corresponde al de producción,  por ende no era posible recuperar la contraseña e ingresar a la plataforma, se le hace retroalimentación y finalmente puede ingresar a la herramienta.",2
"Error en etapa de vinculación ""Servicio de registraduría no responde, por favor espere e intente nuevamente""","Buen dia.
Realizamos pruebas con mis datos y la herramienta funciona sin problemas, creemos que el problema es puntual con el comprador esto sucede porque los datos comprador no aparecen en las fuentes de datos de la registraduria, por tal motivo arroja la alerta, no es una falla tecnológica.",2
"Buen dia estimados, por medio del presente me permito solicitar su colaboracion con la validacion del incidente reportado por el asesor Robert Rivera Suarez de ","Buenas tardes.
Vemos que la etapa de firmas ha sido completada, no es necesario volver a reenviar.",1
"Buen dia EstimadosPor medio del presente me permito solicitar su colaboracion con la novedad reportada por el asesor Yulitza Cueto de Constructora Jimenez, ","Buenas tardes.
Se reenvía documento NIC, por favor indicar al comprador buscar por el asunto Nic Persona Natural Neil Oswaldo Rodriguez Morales.",2
"Buen dia estimados, por medio del presente me permito reportar la siguiente novedad por parte de Jenny Blanco coordinadora de sala de ventas del Proyecto Vivo p","No se obtuvo respuesta del Usuario. 
Cerrado por el sistema",2
Buen dia EstimadosReciban un cordial saludo Por medio del presente me permito solicitar su amable colaboracion con el reenvio del formulario NIC del cli,"No se obtuvo respuesta del Usuario. 
Cerrado por el sistema",1
"Buen día, solicito su amable apoyo con el reenvío de los documentos para firma del señor CRISTOBAL GONZALEZ ROJAS cc 6428094 , toda vez que se realizó el envío ","Buenas tardes.
Se hace el reenvío de los documentos para firmas al señor CRISTOBAL GONZALEZ ROJAS, por favor revisar.",1
"Buen dia Agradezco su ayuda con la vinculacion del los dos clientes en detalle ya que a ninguno le llego correo con los documentos para firma , Al validar el in","Buenas tardes.
Notamos que los documentos ya se encuentran firmados por los compradores, este proceso culmino el 25 de febrero, lo cual al momento los documentos deben de estar en davibox para legalizar, por favor validar confiduciaria para la legalización.",0
"Error en etapa de vinculación ""Servicio de registraduría no responde, por favor espere e intente nuevamente""","Buenas tardes.

Esto sucede porque las fuentes de datos entran en mantenimientos, caídas, lentitudes entre otras fallas que pueden presentarse al momento de que se hace la consulta.

Por otro lado el modulo de validación de identidad puede que tenga novedades con clientes puntuales ya que estos no podrían aparecen en fuentes de datos publicas.

Se esta revisando con proveedor de validación de identidad para la causa del problema.",2
"Buen dia agradezco su ayuda con la vinculacion del los dos clientes en detalle ya que a ninguno le llegó el correo con los documentos para firma , Al validar el","Buenas tardes.
Gracias por la respuesta, se procede con el cierre del incidente.",0
"Error en etapa de vinculación ""Servicio de registraduría no responde, por favor espere e intente nuevamente""","Buenas tardes.

Esto sucede porque las fuentes de datos entran en mantenimientos, caídas, lentitudes entre otras fallas que pueden presentarse al momento de que se hace la consulta.

Por otro lado el modulo de validación de identidad puede que tenga novedades con clientes puntuales ya que estos no podrían aparecen en fuentes de datos publicas.

Se esta revisando con proveedor de validación de identidad para la causa del problema.",2
26/02/20240602000140252976 - 1094959694El 30 de julio de 2023 la cliente se vinculó por ONE ID el sistema en su momento arrojo el # del encargo fiduciar,"Buen dia.
Notamos que nic y encargo están caducados, se amplia plazo para firmas teniendo fecha limite de 26/07/2024, se reenvían documentos para que el cliente firme al correo liza.maru.diaz@gmail.com
Por favor indicarle que busque en bandeja de entrada, reabrir incidente en caso de novedad.",1
Error en recepción de documentación para firmas,"Buen dia.
Notamos que el documento nic para el cliente en mención esta vencido el plazo para firmar, se aumenta plazo para firmar teniendo fecha limite de 18/07/2024 se reenvia documento al correo cowboy777@hotmail.com, por favor indicarle que busque en bandeja de entrada.
Reabrir incidente en caso de novedad.",1
"Error en etapa de vinculación ""Servicio de registraduría no responde, por favor espere e intente nuevamente""","No se obtuvo respuesta del Usuario. 
Cerrado por el sistema",2
"Buen dia EstimadosConstructora Coninsa nos reporta que la siguiente inversión se encuentra pendiente de legazacion sin embargo, los documentos de vinculacio","Buenos dias.
Notamos que el documento nic para el comprador July Milena Buitrago Pachon esta pendiente por firmar realizamos reenvio al correo 	jukito22@gmail.com, por favor indicarle que busque en bandeja de entrada el asunto Nic Persona Natural July Milena Buitrago Pachon",1
28/02/20240602000140621329SE ENCUENTRAN FIRMADOS LOS DOCUMENTOS SIN EMBARGO EL ENCARGO ESTA SIN LEGALIZAR. ADJUNTO ENCARGO FIRMADO Grupo de Asignación: Pr,"Buen dia.
Notamos que los documentos se duplicaron para el comprador esto es causado porque el asesor muy seguramente envió el formulario mas de 1, se realiza ajuste y los documentos estarán disponibles del dia de mañana 01 de marzo 2024. Reabrir incidente en caso de alguna novedad.",0
"29/02/2024Solicito su cordial apoyo con el cambio de rol en el aplicativo pasando de usuario asesro a usuario administrador, para el usuario  en relacion: ","Buen dia.
Realizamos cambio por favor validar y reabrir incidente en caso de novedad.",0
"Buenas tardes

Agradezco tu colaboración para enviar a firmas el siguiente caso dado que los clientes manifiestan no haber recibido los correos a excepción de","Buen dia.
Notamos que el comprador Ramiro Alfredo Ahumada Perez esta pendiente por firmar nic y encargo realizamos reenvío al correo ahumadaramiro@hotmail.com por favor indicarle buscar en bandeja de entrada los asuntos Nic Persona Natural Ramiro Alfredo Ahumada Perez y Encargo Para Firmar Ramiro Alfredo Ahumada Perez - Annally Ahumada Villalba",1
"Error en cargue de documentos al Davibox - Vinculación en estado ""Sin Legalizar"" (Documentación firmada)","Buen dia.
Efectivamente notamos que los documentos ya se encuentran firmados detectamos una falla con nuestra base de datos y la comunicación con el proceso de firmas, se realiza ajuste y los documentos estarán disponibles el dia de mañana 4 de marzo 2024, reabrir incidente en caso de novedad.",0
"Buenas tardes , solicitamos por favor validar el siguiente caso donde según el reporte detallado falta la firma de la fiduciaria en el NIC sin embargo al valida","Buen dia.
No ha llegado porque se encuentra vencido el plazo para firmas, se aumenta plazo para firmar teniendo fecha limite 19/07/2024 por favor continuar con el proceso.",0
Buenos días apoyo en el caso se firmaron todos los documentos  sin embargo no han llegaron los archivos PDF Y CSV al davibox  cliente HUGO DANIEL	OSPINA	BARRERO,"Buen dia.
Efectivamente notamos que los documentos ya se encuentran firmados detectamos una falla con nuestra base de datos y la comunicación con el proceso de firmas, se realiza ajuste para esta vinculación y los documentos estarán disponibles el dia de mañana 4 de marzo 2024, reabrir incidente en caso de novedad.",0
"Error en cargue de documentos al Davibox - Vinculación en estado ""Sin Legalizar"" (Documentación firmada)","Buen dia.
Efectivamente notamos que los documentos ya se encuentran firmados detectamos una falla con nuestra base de datos y la comunicación con el proceso de firmas, se realiza ajuste para esta vinculación y los documentos estarán disponibles el dia de mañana 4 de marzo 2024, reabrir incidente en caso de novedad.",0
Buenos días tenemos el siguiente caso: Reporte Detallado  no se visualiza toda la información (incompleto) adicional de acuerdo a los soportes  allegados el cor,"No se obtuvo respuesta del Usuario. 
Cerrado por el sistema",2
"Buenos dias por favor ayuda con el siguiente caso:En el reporte detallado se evidencia  que faltan todas las firmas , sin  embargo de acuerdo a los soportes all","Buen dia.
Notamos que los documentos se duplicaron y algunos ya están firmados por todos los compradores, esto se debe a que el asesor enviar el formulario a firmas mas de 1 vez, realizamos ajuste por favor validar el dia de mañana 4 de marzo 2024 si los documentos aparecen en davibox, reabrir incidente en caso de novedad.",0
"Buenos dias por favor ayuda con el siguiente caso : Según reporte detallado se evidencia que falta la firma del NIC por parte de la Fiduciaria , no obstante al ","Buen dia.
Notamos que el documento nic estaba vencido el plazo para firmas, realizamos aumento de plazo y se envia nic para firma al correo vinculacionespreventa@davivienda.com por favor culminar el proceso de firmas.
Reabrir incidente en caso de novedad.",1
"Buenos dias Por favor validar el siguiente caso:   En el  informe detallado  se evidencia  que ya se firmaron los documentos , pero al davibox no han llegado lo","Buen dia.
En la sesión se confirma que el comprador tiene 2 vinculaciones diferentes e independientes, también se realiza la revisión y se  confirma que hace falta la etapa de firmas para todos los documentos, realizamos reenvio.",0
